County,WeekStartDate,ProbableCases,ConfirmedCases,TotalCases,Age 0-19,Age 20-34,Age 35-49,Age 50-64,Age 65-79,Age 80+,UnknownAge,dtm_updated
Kittitas County,43891,0,2,2,0,0,0,0,2,0,0,2021/05/10 12:56:27
Kittitas County,43898,0,2,2,0,0,1,1,0,0,0,2021/05/10 12:56:27
Kittitas County,43905,0,1,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Kittitas County,43912,0,3,3,0,2,1,0,0,0,0,2021/05/10 12:56:27
Kittitas County,43919,0,5,5,0,2,1,0,2,0,0,2021/05/10 12:56:27
Kittitas County,43926,0,1,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Kittitas County,43947,0,2,2,0,0,0,1,1,0,0,2021/05/10 12:56:27
Kittitas County,43954,0,25,25,0,12,4,8,1,0,0,2021/05/10 12:56:27
Kittitas County,43961,0,23,23,6,9,4,3,1,0,0,2021/05/10 12:56:27
Kittitas County,43968,0,20,20,7,2,5,5,1,0,0,2021/05/10 12:56:27
Kittitas County,43975,0,5,5,2,2,1,0,0,0,0,2021/05/10 12:56:27
Kittitas County,43982,0,2,2,0,2,0,0,0,0,0,2021/05/10 12:56:27
Kittitas County,43989,0,2,2,0,2,0,0,0,0,0,2021/05/10 12:56:27
Kittitas County,43996,0,12,12,2,4,5,1,0,0,0,2021/05/10 12:56:27
Kittitas County,44003,0,46,46,3,26,6,5,6,0,0,2021/05/10 12:56:27
Kittitas County,44010,0,41,41,5,26,5,3,1,1,0,2021/05/10 12:56:27
Kittitas County,44017,0,36,36,4,21,4,3,2,2,0,2021/05/10 12:56:27
Kittitas County,44024,0,104,104,2,32,15,6,18,31,0,2021/05/10 12:56:27
Kittitas County,44031,0,52,52,5,14,6,9,8,10,0,2021/05/10 12:56:27
Kittitas County,44038,0,29,29,2,6,8,4,4,5,0,2021/05/10 12:56:27
Kittitas County,44045,0,29,29,6,13,3,4,2,1,0,2021/05/10 12:56:27
Kittitas County,44052,0,17,17,2,10,3,2,0,0,0,2021/05/10 12:56:27
Kittitas County,44059,0,6,6,1,4,1,0,0,0,0,2021/05/10 12:56:27
Kittitas County,44066,0,3,3,0,3,0,0,0,0,0,2021/05/10 12:56:27
Kittitas County,44073,0,9,9,1,2,0,3,2,1,0,2021/05/10 12:56:27
Kittitas County,44080,0,22,22,4,9,4,3,1,1,0,2021/05/10 12:56:27
Kittitas County,44087,0,30,30,17,9,3,0,1,0,0,2021/05/10 12:56:27
Kittitas County,44094,0,21,21,5,13,1,1,0,1,0,2021/05/10 12:56:27
Kittitas County,44101,0,38,38,11,20,5,0,1,1,0,2021/05/10 12:56:27
Kittitas County,44108,4,65,69,28,27,8,2,3,1,0,2021/05/10 12:56:27
Kittitas County,44115,15,55,70,36,23,5,2,2,2,0,2021/05/10 12:56:27
Kittitas County,44122,7,44,51,22,15,5,6,2,1,0,2021/05/10 12:56:27
Kittitas County,44129,7,38,45,14,16,9,5,0,1,0,2021/05/10 12:56:27
Kittitas County,44136,6,45,51,4,19,4,11,10,2,1,2021/05/10 12:56:27
Kittitas County,44143,5,63,68,9,31,11,13,4,0,0,2021/05/10 12:56:27
Kittitas County,44150,3,124,127,23,49,20,29,6,0,0,2021/05/10 12:56:27
Kittitas County,44157,4,136,140,25,42,35,23,9,6,0,2021/05/10 12:56:27
Kittitas County,44164,5,135,140,31,35,30,29,13,2,0,2021/05/10 12:56:27
Kittitas County,44171,1,118,119,25,27,25,19,17,6,0,2021/05/10 12:56:27
Kittitas County,44178,2,150,152,18,33,30,39,24,8,0,2021/05/10 12:56:27
Kittitas County,44185,2,129,131,23,30,29,23,20,6,0,2021/05/10 12:56:27
Kittitas County,44192,0,140,140,35,36,28,18,16,7,0,2021/05/10 12:56:27
Kittitas County,44199,2,107,109,16,41,26,21,4,1,0,2021/05/10 12:56:27
Kittitas County,44206,3,67,70,17,21,14,11,5,2,0,2021/05/10 12:56:27
Kittitas County,44213,10,58,68,16,20,13,15,2,2,0,2021/05/10 12:56:27
Kittitas County,44220,6,43,49,6,24,9,5,3,2,0,2021/05/10 12:56:27
Kittitas County,44227,2,22,24,3,10,5,3,1,2,0,2021/05/10 12:56:27
Kittitas County,44234,8,22,30,12,4,9,4,1,0,0,2021/05/10 12:56:27
Kittitas County,44241,4,35,39,10,15,6,5,3,0,0,2021/05/10 12:56:27
Kittitas County,44248,0,37,37,15,13,3,6,0,0,0,2021/05/10 12:56:27
Kittitas County,44255,10,40,50,19,16,8,5,2,0,0,2021/05/10 12:56:27
Kittitas County,44262,8,41,49,10,12,6,11,8,2,0,2021/05/10 12:56:27
Kittitas County,44269,9,59,68,24,23,8,8,5,0,0,2021/05/10 12:56:27
Kittitas County,44276,6,39,45,13,13,12,5,2,0,0,2021/05/10 12:56:27
Kittitas County,44283,14,52,66,15,21,15,12,3,0,0,2021/05/10 12:56:27
Kittitas County,44290,9,51,60,10,28,11,8,3,0,0,2021/05/10 12:56:27
Kittitas County,44297,2,56,58,18,20,7,13,0,0,0,2021/05/10 12:56:27
Kittitas County,44304,2,60,62,11,19,16,14,2,0,0,2021/05/10 12:56:27
Kittitas County,44311,1,81,82,18,28,19,12,5,0,0,2021/05/10 12:56:27
Kittitas County,44318,5,82,87,20,43,11,10,1,1,1,2021/05/10 12:56:27
Klickitat County,43898,0,2,2,0,0,1,0,1,0,0,2021/05/10 12:56:27
Klickitat County,43905,0,4,4,0,0,0,2,2,0,0,2021/05/10 12:56:27
Klickitat County,43912,0,3,3,0,0,0,1,1,1,0,2021/05/10 12:56:27
Klickitat County,43919,0,2,2,1,1,0,0,0,0,0,2021/05/10 12:56:27
Klickitat County,43926,0,3,3,0,0,0,0,1,2,0,2021/05/10 12:56:27
Klickitat County,43933,0,2,2,0,1,0,1,0,0,0,2021/05/10 12:56:27
Klickitat County,43947,0,1,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Klickitat County,43954,0,5,5,0,0,2,2,1,0,0,2021/05/10 12:56:27
Klickitat County,43961,0,2,2,1,0,1,0,0,0,0,2021/05/10 12:56:27
Klickitat County,43975,0,5,5,1,2,0,2,0,0,0,2021/05/10 12:56:27
Klickitat County,43982,0,10,10,1,2,3,4,0,0,0,2021/05/10 12:56:27
Klickitat County,43989,0,10,10,3,3,2,1,1,0,0,2021/05/10 12:56:27
Klickitat County,43996,0,6,6,1,0,4,1,0,0,0,2021/05/10 12:56:27
Klickitat County,44003,1,9,10,2,3,1,4,0,0,0,2021/05/10 12:56:27
Klickitat County,44010,0,16,16,5,3,4,2,1,1,0,2021/05/10 12:56:27
Klickitat County,44017,0,5,5,1,3,1,0,0,0,0,2021/05/10 12:56:27
Klickitat County,44024,0,6,6,0,1,2,1,1,1,0,2021/05/10 12:56:27
Klickitat County,44031,0,13,13,4,2,5,1,1,0,0,2021/05/10 12:56:27
Klickitat County,44038,1,6,7,1,3,1,1,0,1,0,2021/05/10 12:56:27
Klickitat County,44045,2,11,13,2,2,3,4,2,0,0,2021/05/10 12:56:27
Klickitat County,44052,9,41,50,5,30,4,10,1,0,0,2021/05/10 12:56:27
Klickitat County,44059,0,8,8,1,2,2,3,0,0,0,2021/05/10 12:56:27
Klickitat County,44066,3,13,16,4,5,3,2,2,0,0,2021/05/10 12:56:27
Klickitat County,44073,0,1,1,0,1,0,0,0,0,0,2021/05/10 12:56:27
Klickitat County,44080,0,6,6,4,1,1,0,0,0,0,2021/05/10 12:56:27
Klickitat County,44087,0,2,2,0,1,1,0,0,0,0,2021/05/10 12:56:27
Klickitat County,44101,0,5,5,1,0,1,1,2,0,0,2021/05/10 12:56:27
Klickitat County,44108,0,5,5,0,1,1,0,3,0,0,2021/05/10 12:56:27
Klickitat County,44115,0,3,3,0,1,0,2,0,0,0,2021/05/10 12:56:27
Klickitat County,44122,0,3,3,0,2,0,0,1,0,0,2021/05/10 12:56:27
Klickitat County,44129,0,3,3,0,0,2,0,1,0,0,2021/05/10 12:56:27
Klickitat County,44136,0,13,13,6,0,5,0,1,1,0,2021/05/10 12:56:27
Klickitat County,44143,0,14,14,1,3,3,4,3,0,0,2021/05/10 12:56:27
Klickitat County,44150,1,17,18,3,4,6,4,1,0,0,2021/05/10 12:56:27
Klickitat County,44157,12,27,39,5,11,15,4,4,0,0,2021/05/10 12:56:27
Klickitat County,44164,10,31,41,8,14,5,8,4,2,0,2021/05/10 12:56:27
Klickitat County,44171,20,43,63,5,11,18,23,5,1,0,2021/05/10 12:56:27
Klickitat County,44178,20,27,47,8,13,11,12,2,0,1,2021/05/10 12:56:27
Klickitat County,44185,7,33,40,5,9,11,10,4,1,0,2021/05/10 12:56:27
Klickitat County,44192,2,28,30,1,8,7,3,9,2,0,2021/05/10 12:56:27
Klickitat County,44199,7,29,36,4,10,10,10,2,0,0,2021/05/10 12:56:27
Klickitat County,44206,3,24,27,1,9,6,8,1,1,1,2021/05/10 12:56:27
Klickitat County,44213,1,19,20,4,7,5,4,0,0,0,2021/05/10 12:56:27
Klickitat County,44220,5,14,19,4,3,2,3,6,1,0,2021/05/10 12:56:27
Klickitat County,44227,8,5,13,1,5,4,2,1,0,0,2021/05/10 12:56:27
Klickitat County,44234,7,8,15,3,6,3,1,2,0,0,2021/05/10 12:56:27
Klickitat County,44241,3,6,9,3,3,1,1,0,1,0,2021/05/10 12:56:27
Klickitat County,44248,0,1,1,0,0,1,0,0,0,0,2021/05/10 12:56:27
Klickitat County,44255,0,1,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Klickitat County,44262,0,4,4,0,2,2,0,0,0,0,2021/05/10 12:56:27
Klickitat County,44269,0,1,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Klickitat County,44276,0,4,4,2,0,0,2,0,0,0,2021/05/10 12:56:27
Klickitat County,44283,0,2,2,0,0,0,0,1,1,0,2021/05/10 12:56:27
Klickitat County,44290,1,5,6,0,1,1,2,1,0,1,2021/05/10 12:56:27
Klickitat County,44297,1,12,13,1,2,5,4,1,0,0,2021/05/10 12:56:27
Klickitat County,44304,0,9,9,3,3,1,0,2,0,0,2021/05/10 12:56:27
Klickitat County,44311,0,6,6,0,4,0,1,1,0,0,2021/05/10 12:56:27
Klickitat County,44318,3,7,10,2,2,3,1,1,1,0,2021/05/10 12:56:27
Lewis County,43898,0,1,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Lewis County,43905,0,3,3,0,1,0,1,0,1,0,2021/05/10 12:56:27
Lewis County,43912,0,6,6,0,0,2,2,2,0,0,2021/05/10 12:56:27
Lewis County,43919,0,6,6,0,0,0,1,4,1,0,2021/05/10 12:56:27
Lewis County,43926,0,3,3,0,0,0,0,2,1,0,2021/05/10 12:56:27
Lewis County,43933,0,2,2,0,1,1,0,0,0,0,2021/05/10 12:56:27
Lewis County,43940,0,7,7,0,1,2,1,3,0,0,2021/05/10 12:56:27
Lewis County,43954,0,2,2,0,0,2,0,0,0,0,2021/05/10 12:56:27
Lewis County,43961,0,4,4,0,1,0,3,0,0,0,2021/05/10 12:56:27
Lewis County,43975,0,2,2,0,1,0,1,0,0,0,2021/05/10 12:56:27
Lewis County,43989,0,1,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Lewis County,43996,0,14,14,0,9,0,3,1,1,0,2021/05/10 12:56:27
Lewis County,44003,0,23,23,1,6,10,6,0,0,0,2021/05/10 12:56:27
Lewis County,44010,0,15,15,1,6,4,2,2,0,0,2021/05/10 12:56:27
Lewis County,44017,0,24,24,3,5,4,6,5,1,0,2021/05/10 12:56:27
Lewis County,44024,0,28,28,4,4,14,3,2,1,0,2021/05/10 12:56:27
Lewis County,44031,0,34,34,2,18,8,4,1,1,0,2021/05/10 12:56:27
Lewis County,44038,0,25,25,10,7,3,2,3,0,0,2021/05/10 12:56:27
Lewis County,44045,0,40,40,9,8,12,5,1,5,0,2021/05/10 12:56:27
Lewis County,44052,2,48,50,12,19,10,6,2,1,0,2021/05/10 12:56:27
Lewis County,44059,4,34,38,7,11,15,4,0,1,0,2021/05/10 12:56:27
Lewis County,44066,3,22,25,2,5,9,4,3,2,0,2021/05/10 12:56:27
Lewis County,44073,0,63,63,6,31,11,12,2,1,0,2021/05/10 12:56:27
Lewis County,44080,4,37,41,5,17,6,10,2,1,0,2021/05/10 12:56:27
Lewis County,44087,1,43,44,3,9,7,10,7,8,0,2021/05/10 12:56:27
Lewis County,44094,5,65,70,2,10,10,17,15,16,0,2021/05/10 12:56:27
Lewis County,44101,15,60,75,7,13,16,13,17,8,1,2021/05/10 12:56:27
Lewis County,44108,5,36,41,12,6,7,5,9,2,0,2021/05/10 12:56:27
Lewis County,44115,2,37,39,6,8,6,12,6,1,0,2021/05/10 12:56:27
Lewis County,44122,1,46,47,9,13,12,9,3,1,0,2021/05/10 12:56:27
Lewis County,44129,2,50,52,8,16,12,9,6,1,0,2021/05/10 12:56:27
Lewis County,44136,11,70,81,15,14,21,19,12,0,0,2021/05/10 12:56:27
Lewis County,44143,16,111,127,25,26,30,23,15,7,1,2021/05/10 12:56:27
Lewis County,44150,27,146,173,31,47,36,31,21,6,1,2021/05/10 12:56:27
Lewis County,44157,27,151,178,35,39,47,31,20,6,0,2021/05/10 12:56:27
Lewis County,44164,70,248,318,71,77,72,62,29,7,0,2021/05/10 12:56:27
Lewis County,44171,32,200,232,30,53,85,35,17,12,0,2021/05/10 12:56:27
Lewis County,44178,39,218,257,51,61,65,42,25,13,0,2021/05/10 12:56:27
Lewis County,44185,31,131,162,31,47,39,21,17,6,1,2021/05/10 12:56:27
Lewis County,44192,34,186,220,39,67,42,43,26,3,0,2021/05/10 12:56:27
Lewis County,44199,36,200,236,27,71,48,55,27,8,0,2021/05/10 12:56:27
Lewis County,44206,42,185,227,27,46,46,59,39,10,0,2021/05/10 12:56:27
Lewis County,44213,13,152,165,36,31,28,39,26,5,0,2021/05/10 12:56:27
Lewis County,44220,42,120,162,28,50,31,34,17,2,0,2021/05/10 12:56:27
Lewis County,44227,15,110,125,15,36,22,24,21,7,0,2021/05/10 12:56:27
Lewis County,44234,20,71,91,12,17,18,22,16,6,0,2021/05/10 12:56:27
Lewis County,44241,33,67,100,16,28,22,20,8,6,0,2021/05/10 12:56:27
Lewis County,44248,26,44,70,8,22,10,16,8,6,0,2021/05/10 12:56:27
Lewis County,44255,21,35,56,12,9,11,9,9,6,0,2021/05/10 12:56:27
Lewis County,44262,20,35,55,6,11,13,15,6,4,0,2021/05/10 12:56:27
Lewis County,44269,6,20,26,0,5,8,9,4,0,0,2021/05/10 12:56:27
Lewis County,44276,10,40,50,5,13,11,12,4,4,1,2021/05/10 12:56:27
Lewis County,44283,30,46,76,10,18,19,16,3,5,5,2021/05/10 12:56:27
Lewis County,44290,35,59,94,22,26,16,14,11,5,0,2021/05/10 12:56:27
Lewis County,44297,27,58,85,21,22,19,18,5,0,0,2021/05/10 12:56:27
Lewis County,44304,20,54,74,12,18,18,20,5,1,0,2021/05/10 12:56:27
Lewis County,44311,34,81,115,28,29,26,20,10,2,0,2021/05/10 12:56:27
Lewis County,44318,39,63,102,19,19,29,21,11,3,0,2021/05/10 12:56:27
Lewis County,44325,0,3,3,0,0,2,0,1,0,0,2021/05/10 12:56:27
Lincoln County,43898,0,1,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Lincoln County,43926,0,1,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Lincoln County,44003,0,2,2,0,0,0,2,0,0,0,2021/05/10 12:56:27
Lincoln County,44024,0,2,2,0,0,1,1,0,0,0,2021/05/10 12:56:27
Lincoln County,44031,0,5,5,1,2,0,1,1,0,0,2021/05/10 12:56:27
Lincoln County,44038,0,6,6,2,1,0,1,2,0,0,2021/05/10 12:56:27
Lincoln County,44045,0,10,10,2,2,3,3,0,0,0,2021/05/10 12:56:27
Lincoln County,44052,0,4,4,0,0,0,0,2,0,2,2021/05/10 12:56:27
Lincoln County,44073,0,2,2,0,1,0,1,0,0,0,2021/05/10 12:56:27
Lincoln County,44080,0,5,5,2,1,0,2,0,0,0,2021/05/10 12:56:27
Lincoln County,44087,0,2,2,0,0,0,0,2,0,0,2021/05/10 12:56:27
Lincoln County,44094,0,10,10,2,1,4,2,1,0,0,2021/05/10 12:56:27
Lincoln County,44101,0,10,10,3,0,4,0,1,0,2,2021/05/10 12:56:27
Lincoln County,44108,0,3,3,0,1,1,1,0,0,0,2021/05/10 12:56:27
Lincoln County,44115,0,4,4,0,0,1,1,2,0,0,2021/05/10 12:56:27
Lincoln County,44122,0,9,9,0,1,1,5,2,0,0,2021/05/10 12:56:27
Lincoln County,44129,0,7,7,0,1,2,4,0,0,0,2021/05/10 12:56:27
Lincoln County,44136,1,5,6,1,1,1,3,0,0,0,2021/05/10 12:56:27
Lincoln County,44143,0,35,35,6,3,6,4,2,13,1,2021/05/10 12:56:27
Lincoln County,44150,3,33,36,2,9,8,9,4,4,0,2021/05/10 12:56:27
Lincoln County,44157,1,19,20,0,3,6,5,5,1,0,2021/05/10 12:56:27
Lincoln County,44164,1,20,21,2,3,6,6,2,2,0,2021/05/10 12:56:27
Lincoln County,44171,0,17,17,0,5,3,3,5,1,0,2021/05/10 12:56:27
Lincoln County,44178,0,9,9,2,2,3,0,2,0,0,2021/05/10 12:56:27
Lincoln County,44185,0,18,18,0,5,5,8,0,0,0,2021/05/10 12:56:27
Lincoln County,44192,0,22,22,3,3,3,7,6,0,0,2021/05/10 12:56:27
Lincoln County,44199,1,14,15,2,3,2,3,4,1,0,2021/05/10 12:56:27
Lincoln County,44206,0,10,10,1,3,4,2,0,0,0,2021/05/10 12:56:27
Lincoln County,44213,1,9,10,2,1,2,1,4,0,0,2021/05/10 12:56:27
Lincoln County,44220,0,9,9,2,2,2,2,1,0,0,2021/05/10 12:56:27
Lincoln County,44227,0,14,14,6,1,2,2,3,0,0,2021/05/10 12:56:27
Lincoln County,44234,0,12,12,0,1,2,9,0,0,0,2021/05/10 12:56:27
Lincoln County,44241,0,1,1,0,0,1,0,0,0,0,2021/05/10 12:56:27
Lincoln County,44248,0,3,3,0,0,1,0,1,1,0,2021/05/10 12:56:27
Lincoln County,44255,1,0,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Lincoln County,44262,0,4,4,0,1,2,1,0,0,0,2021/05/10 12:56:27
Lincoln County,44269,1,1,2,0,0,2,0,0,0,0,2021/05/10 12:56:27
Lincoln County,44276,0,5,5,2,0,1,0,1,1,0,2021/05/10 12:56:27
Lincoln County,44283,8,37,45,31,1,7,4,0,2,0,2021/05/10 12:56:27
Lincoln County,44290,0,7,7,3,0,1,2,1,0,0,2021/05/10 12:56:27
Lincoln County,44297,0,16,16,7,1,4,1,2,1,0,2021/05/10 12:56:27
Lincoln County,44304,2,29,31,15,3,2,5,5,1,0,2021/05/10 12:56:27
Lincoln County,44311,4,20,24,8,1,8,5,1,1,0,2021/05/10 12:56:27
Lincoln County,44318,0,22,22,5,2,2,5,7,1,0,2021/05/10 12:56:27
Mason County,43905,0,3,3,0,0,1,0,1,1,0,2021/05/10 12:56:27
Mason County,43912,0,3,3,0,0,0,1,2,0,0,2021/05/10 12:56:27
Mason County,43919,0,12,12,0,1,5,2,4,0,0,2021/05/10 12:56:27
Mason County,43926,0,2,2,0,0,0,0,2,0,0,2021/05/10 12:56:27
Mason County,43933,0,2,2,0,0,1,0,1,0,0,2021/05/10 12:56:27
Mason County,43940,0,3,3,0,1,1,1,0,0,0,2021/05/10 12:56:27
Mason County,43947,0,3,3,0,0,2,0,0,1,0,2021/05/10 12:56:27
Mason County,43954,0,3,3,0,2,0,0,1,0,0,2021/05/10 12:56:27
Mason County,43961,0,3,3,0,0,2,1,0,0,0,2021/05/10 12:56:27
Mason County,43968,0,2,2,0,1,0,0,1,0,0,2021/05/10 12:56:27
Mason County,43975,0,1,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Mason County,43982,0,2,2,1,0,0,1,0,0,0,2021/05/10 12:56:27
Mason County,43989,0,3,3,0,0,0,2,1,0,0,2021/05/10 12:56:27
Mason County,43996,0,2,2,0,2,0,0,0,0,0,2021/05/10 12:56:27
Mason County,44003,0,7,7,0,3,0,4,0,0,0,2021/05/10 12:56:27
Mason County,44010,0,7,7,0,1,1,4,1,0,0,2021/05/10 12:56:27
Mason County,44017,0,14,14,3,3,6,1,1,0,0,2021/05/10 12:56:27
Mason County,44024,0,20,20,0,4,7,8,1,0,0,2021/05/10 12:56:27
Mason County,44031,0,48,48,7,17,15,8,0,1,0,2021/05/10 12:56:27
Mason County,44038,0,46,46,12,14,13,6,1,0,0,2021/05/10 12:56:27
Mason County,44045,0,55,55,19,22,6,6,2,0,0,2021/05/10 12:56:27
Mason County,44052,0,30,30,8,10,6,4,2,0,0,2021/05/10 12:56:27
Mason County,44059,1,28,29,4,8,6,7,1,3,0,2021/05/10 12:56:27
Mason County,44066,0,26,26,7,4,7,0,6,2,0,2021/05/10 12:56:27
Mason County,44073,0,17,17,5,3,8,0,1,0,0,2021/05/10 12:56:27
Mason County,44080,0,14,14,1,9,1,2,0,1,0,2021/05/10 12:56:27
Mason County,44087,0,23,23,5,4,3,4,5,2,0,2021/05/10 12:56:27
Mason County,44094,0,25,25,3,6,3,6,3,4,0,2021/05/10 12:56:27
Mason County,44101,0,43,43,5,9,5,10,9,5,0,2021/05/10 12:56:27
Mason County,44108,0,33,33,8,7,7,8,2,1,0,2021/05/10 12:56:27
Mason County,44115,0,21,21,4,9,3,4,1,0,0,2021/05/10 12:56:27
Mason County,44122,0,23,23,5,6,5,4,3,0,0,2021/05/10 12:56:27
Mason County,44129,0,26,26,2,9,5,6,3,1,0,2021/05/10 12:56:27
Mason County,44136,0,45,45,6,11,7,11,9,1,0,2021/05/10 12:56:27
Mason County,44143,1,43,44,5,10,6,12,10,1,0,2021/05/10 12:56:27
Mason County,44150,1,79,80,10,24,20,19,6,1,0,2021/05/10 12:56:27
Mason County,44157,0,146,146,10,22,63,34,14,3,0,2021/05/10 12:56:27
Mason County,44164,3,254,257,10,90,92,51,12,2,0,2021/05/10 12:56:27
Mason County,44171,4,164,168,10,50,46,36,10,16,0,2021/05/10 12:56:27
Mason County,44178,6,165,171,9,57,60,33,11,1,0,2021/05/10 12:56:27
Mason County,44185,1,150,151,7,63,60,14,6,1,0,2021/05/10 12:56:27
Mason County,44192,5,146,151,12,59,45,24,8,3,0,2021/05/10 12:56:27
Mason County,44199,4,222,226,27,82,66,28,10,13,0,2021/05/10 12:56:27
Mason County,44206,2,104,106,8,40,25,18,13,2,0,2021/05/10 12:56:27
Mason County,44213,2,67,69,11,21,17,14,6,0,0,2021/05/10 12:56:27
Mason County,44220,3,57,60,0,20,16,19,4,1,0,2021/05/10 12:56:27
Mason County,44227,4,48,52,6,17,15,9,5,0,0,2021/05/10 12:56:27
Mason County,44234,2,23,25,0,11,6,4,4,0,0,2021/05/10 12:56:27
Mason County,44241,1,21,22,1,9,7,4,0,1,0,2021/05/10 12:56:27
Mason County,44248,3,17,20,2,7,7,1,2,1,0,2021/05/10 12:56:27
Mason County,44255,1,22,23,2,2,7,7,3,2,0,2021/05/10 12:56:27
Mason County,44262,7,20,27,2,8,6,5,5,1,0,2021/05/10 12:56:27
Mason County,44269,0,19,19,3,5,4,4,1,2,0,2021/05/10 12:56:27
Mason County,44276,5,21,26,5,5,5,11,0,0,0,2021/05/10 12:56:27
Mason County,44283,3,36,39,7,8,7,10,4,3,0,2021/05/10 12:56:27
Mason County,44290,1,35,36,2,9,6,9,8,2,0,2021/05/10 12:56:27
Mason County,44297,4,46,50,7,17,16,6,2,1,1,2021/05/10 12:56:27
Mason County,44304,7,48,55,7,14,25,7,1,1,0,2021/05/10 12:56:27
Mason County,44311,6,38,44,7,17,10,5,3,2,0,2021/05/10 12:56:27
Mason County,44318,2,31,33,6,9,6,6,5,1,0,2021/05/10 12:56:27
Okanogan County,43905,0,2,2,0,0,0,1,1,0,0,2021/05/10 12:56:27
Okanogan County,43912,0,2,2,0,0,0,1,1,0,0,2021/05/10 12:56:27
Okanogan County,43919,0,6,6,2,1,1,0,2,0,0,2021/05/10 12:56:27
Okanogan County,43926,0,4,4,2,0,0,2,0,0,0,2021/05/10 12:56:27
Okanogan County,43933,0,1,1,0,0,1,0,0,0,0,2021/05/10 12:56:27
Okanogan County,43940,0,8,8,0,2,2,4,0,0,0,2021/05/10 12:56:27
Okanogan County,43947,0,1,1,1,0,0,0,0,0,0,2021/05/10 12:56:27
Okanogan County,43954,0,5,5,0,3,1,0,1,0,0,2021/05/10 12:56:27
Okanogan County,43961,0,12,12,3,4,3,2,0,0,0,2021/05/10 12:56:27
Okanogan County,43968,0,6,6,3,3,0,0,0,0,0,2021/05/10 12:56:27
Okanogan County,43975,0,8,8,1,4,1,2,0,0,0,2021/05/10 12:56:27
Okanogan County,43982,0,12,12,3,3,2,4,0,0,0,2021/05/10 12:56:27
Okanogan County,43989,0,10,10,1,1,4,1,3,0,0,2021/05/10 12:56:27
Okanogan County,43996,0,9,9,0,2,2,3,2,0,0,2021/05/10 12:56:27
Okanogan County,44003,0,22,22,1,12,9,0,0,0,0,2021/05/10 12:56:27
Okanogan County,44010,1,53,54,10,20,14,8,1,1,0,2021/05/10 12:56:27
Okanogan County,44017,1,116,117,15,36,47,14,5,0,0,2021/05/10 12:56:27
Okanogan County,44024,1,273,274,59,73,68,48,23,3,0,2021/05/10 12:56:27
Okanogan County,44031,0,175,175,35,57,40,32,10,1,0,2021/05/10 12:56:27
Okanogan County,44038,2,126,128,25,45,34,16,8,0,0,2021/05/10 12:56:27
Okanogan County,44045,2,83,85,12,22,23,21,4,3,0,2021/05/10 12:56:27
Okanogan County,44052,1,63,64,12,15,21,7,7,2,0,2021/05/10 12:56:27
Okanogan County,44059,2,54,56,3,23,11,16,3,0,0,2021/05/10 12:56:27
Okanogan County,44066,5,31,36,6,14,8,4,3,1,0,2021/05/10 12:56:27
Okanogan County,44073,10,4,14,2,4,2,4,2,0,0,2021/05/10 12:56:27
Okanogan County,44080,3,2,5,2,0,1,0,0,2,0,2021/05/10 12:56:27
Okanogan County,44087,5,2,7,0,3,1,2,1,0,0,2021/05/10 12:56:27
Okanogan County,44094,3,5,8,1,1,5,1,0,0,0,2021/05/10 12:56:27
Okanogan County,44101,7,2,9,0,0,3,1,5,0,0,2021/05/10 12:56:27
Okanogan County,44108,1,6,7,1,1,1,1,3,0,0,2021/05/10 12:56:27
Okanogan County,44115,1,4,5,2,0,2,1,0,0,0,2021/05/10 12:56:27
Okanogan County,44122,2,18,20,0,8,1,7,3,0,1,2021/05/10 12:56:27
Okanogan County,44129,6,22,28,11,4,8,2,0,3,0,2021/05/10 12:56:27
Okanogan County,44136,7,10,17,1,4,5,6,1,0,0,2021/05/10 12:56:27
Okanogan County,44143,13,14,27,5,5,6,7,2,2,0,2021/05/10 12:56:27
Okanogan County,44150,44,53,97,18,20,16,17,12,14,0,2021/05/10 12:56:27
Okanogan County,44157,10,29,39,6,9,8,4,7,5,0,2021/05/10 12:56:27
Okanogan County,44164,55,57,112,25,22,21,25,16,3,0,2021/05/10 12:56:27
Okanogan County,44171,60,49,109,15,24,23,25,18,4,0,2021/05/10 12:56:27
Okanogan County,44178,57,66,123,16,26,33,21,18,9,0,2021/05/10 12:56:27
Okanogan County,44185,41,49,90,18,19,21,20,5,7,0,2021/05/10 12:56:27
Okanogan County,44192,34,38,72,12,13,12,16,17,2,0,2021/05/10 12:56:27
Okanogan County,44199,46,33,79,18,25,13,14,6,3,0,2021/05/10 12:56:27
Okanogan County,44206,38,31,69,13,12,18,14,7,5,0,2021/05/10 12:56:27
Okanogan County,44213,27,26,53,8,19,9,12,3,2,0,2021/05/10 12:56:27
Okanogan County,44220,13,8,21,0,6,8,4,2,1,0,2021/05/10 12:56:27
